"http://www.google.nl/search"; "q"; "as_sitesearch"; "hl"; "nl"; ""; ""; "btnG"; "GET"; "http://www.google.com/"; "google.gif"; "Zoekwoord"; "Webadres van site"; "Doorzoek een specifieke site met Google."; "in een specifieke site"
"http://www.google.nl/search"; "as_epq"; ""; ""; ""; ""; ""; ""; "GET"; "http://www.google.nl"; "google.gif"; "Exacte woordcombinatie:"; ""; "Zoek op exacte combinatie en volgorde van woorden. Bijvoorbeeld: koninklijk huis"; "exacte woordcombinatie en -volgorde"
"http://www.google.nl/search"; "as_oq"; ""; ""; ""; ""; ""; ""; "GET"; "http://www.google.nl"; "google.gif"; "Een van de woorden:"; ""; "Zoek op een van de woorden met Google. Normaal gesproken geeft Google alleen resultaten waarin alle woorden voorkomen, hierbij waarin een van de woorden voorkomt. Bijvoorbeeld: dit dat"; "een van de woorden"
"http://www.technorati.com/query.php"; "q"; ""; "type"; "search"; ""; ""; "Search"; "POST"; "http://www.technorati.com"; "technorati.gif"; "Zoeken"; ""; "Doorzoek blogs met Technorati."; "in blogs"
"http://groups.google.com/groups/search"; "q"; ""; ""; ""; ""; ""; "zoek"; "GET"; "http://groups.google.com/"; "google.gif"; "Zoekwoord:"; ""; "Vul een woord in dat je wilt opzoeken in nieuwsbroepen via Google Groups."; "in nieuwsfora"
"http://search.live.com/results.aspx"; "q"; ""; ""; ""; ""; ""; ""; "GET"; "http://www.live.nl"; "live.gif"; "Zoeken"; ""; "Doorzoek het internet met Live."; "met Live"
"http://nl.search.yahoo.com/search"; "p"; ""; ""; ""; ""; ""; ""; "GET"; "http://nl.yahoo.com/"; "yahoo.gif"; "Zoeken"; ""; "Doorzoek het internet met Yahoo."; "met Yahoo"
"http://www.google.nl/search"; "q"; ""; "hl"; "nl"; "as_filetype"; "pdf"; "btnG"; "GET"; "http://www.google.com/"; "google.gif"; "Zoek op"; ""; "Doorzoek PDF documenten met Google."; "PDF documenten"
"http://www.google.nl/search"; "q"; ""; "hl"; "nl"; "as_filetype"; "doc"; "btnG"; "GET"; "http://www.google.com/"; "google.gif"; "Zoek op"; ""; "Doorzoek Word documenten met Google."; "Word documenten"
"http://www.google.nl/search"; "q"; ""; "hl"; "nl"; "as_filetype"; "xls"; "btnG"; "GET"; "http://www.google.com/"; "google.gif"; "Zoek op"; ""; "Doorzoek Excel documenten met Google."; "Excel documenten"
"http://www.google.nl/search"; "q"; ""; "hl"; "nl"; "as_filetype"; "ppt"; "btnG"; "GET"; "http://www.google.com/"; "google.gif"; "Zoek op"; ""; "Doorzoek Powerpoint documenten met Google."; "Powerpoint documenten"
"http://www.gevonden.cc/naam.php"; "lastname"; "townname_i"; ""; ""; ""; ""; ""; "POST"; "http://www.gevonden.cc/"; "gevonden.png"; "Naam"; "Stad"; "Zoek een nummer via Gevonden.cc."; "nummer en adres bij naam"
"http://www.gevonden.cc/telefoonnummer.php"; "phonenumber"; ""; ""; ""; ""; ""; ""; "POST"; "http://www.gevonden.cc"; "gevonden.png"; "Nummer"; ""; "Zoek een naam en adres bij een nummer via Gevonden.cc."; "naam en adres bij nummer"
"http://www.gevonden.cc/adres.php"; "streetname_i"; "townname_i"; ""; ""; ""; ""; ""; "POST"; "http://www.gevonden.cc/"; "gevonden.png"; "Straatnaam (zonder nummer)"; "Stad"; "Zoek een persoon op een adres via Gevonden.cc."; "naam en nummer bij adres"
